account_id,account_type,name_canonical,website,linkedin_url,industry_primary,created_at
0a304937-488c-4761-b747-092d0a1d0269,academic_institution,Hofstra University,https://hofstrauniversity.edu,,Education,2026-01-30 18:17:24.965923
b3e88b03-2ffb-4c43-a723-f80852f9d268,academic_institution,Boston University,https://bostonuniversity.edu,,Education,2026-01-30 18:17:24.965923
75994a1d-649e-4e8f-a274-c7c4d6158a06,academic_institution,Rutgers University,https://rutgersuniversity.edu,,Education,2026-01-30 18:17:24.965923
66173e2e-5070-4b7e-af54-95ee32a97617,academic_institution,New York University,https://newyorkuniversity.edu,,Education,2026-01-30 18:17:24.965923
14644885-ef46-4ebc-9aee-d9d8a2447ca3,academic_institution,Temple University,https://templeuniversity.edu,,Education,2026-01-30 18:17:24.965923
b03805a4-fb42-47c1-9484-db9c6ed3338e,academic_institution,Drexel University,https://drexeluniversity.edu,,Education,2026-01-30 18:17:24.965923
ec90c6d4-383a-47c7-a4f8-2b2373a6528e,academic_institution,The Pennsylvania State University,https://thepennsylvaniastateuniversity.edu,,Education,2026-01-30 18:17:24.965923
9ec75b5f-b4f4-4443-80e4-6d9a21e3f556,academic_institution,"University of California, Los Angeles",https://universityofcalifornialosangeles.edu,,Education,2026-01-30 18:17:24.965923
c147e4ee-80c4-4996-8933-ce3656173a23,academic_institution,University of Southern California,https://universityofsoutherncalifornia.edu,,Education,2026-01-30 18:17:24.965923
73d1f43e-2856-47b1-9c48-9e50974404ee,academic_institution,Boydton University,https://boydtonuniversity.edu,,Education,2026-01-30 18:17:24.965923
4c579e12-9be9-4b7d-99e4-797fddb09f81,academic_institution,Hallview University,https://hallviewuniversity.edu,,Education,2026-01-30 18:17:24.965923
24a65983-f757-40fe-aa6c-7bb5b8a07832,academic_institution,New Justinview College,https://newjustinviewcollege.edu,,Education,2026-01-30 18:17:24.965923
52f1f8d8-cb88-4fb1-84a7-f58f9b62d089,academic_institution,Cordovaville University,https://cordovavilleuniversity.edu,,Education,2026-01-30 18:17:24.965923
bfd72ac0-04aa-4048-89a2-1bcc8a62ccf0,academic_institution,Lake Heatherberg University,https://lakeheatherberguniversity.edu,,Education,2026-01-30 18:17:24.965923
197d22a4-4e00-46da-a6f3-12da9a5be969,academic_institution,New Reneeside University,https://newreneesideuniversity.edu,,Education,2026-01-30 18:17:24.965923
5dc8946a-0f73-47d6-b830-18fbc3b935ad,academic_institution,North Deniseport University,https://northdeniseportuniversity.edu,,Education,2026-01-30 18:17:24.965923
8897a679-a348-48ce-8c68-73d2e270219d,academic_institution,New Colleenfurt University,https://newcolleenfurtuniversity.edu,,Education,2026-01-30 18:17:24.965923
053a5648-e160-4502-81b6-8d7e3781c431,academic_institution,Adkinsport College,https://adkinsportcollege.edu,,Education,2026-01-30 18:17:24.965923
ce5d8327-472b-42d0-9306-a2eaa83e49cd,academic_institution,South Linda University,https://southlindauniversity.edu,,Education,2026-01-30 18:17:24.965923
d5ea3cd6-41b6-42f1-b8f1-29aec7ab7be0,academic_institution,New Sarah University,https://newsarahuniversity.edu,,Education,2026-01-30 18:17:24.965923
7508ca09-ab5e-43ea-aefe-934bc6cd22f7,academic_institution,Cooleymouth University,https://cooleymouthuniversity.edu,,Education,2026-01-30 18:17:24.965923
e0397fb7-60cf-463f-a980-d00e76942239,academic_institution,Amyton University,https://amytonuniversity.edu,,Education,2026-01-30 18:17:24.965923
a649ef0a-916c-48d1-b7bc-46a762fc2417,academic_institution,Allenburgh University,https://allenburghuniversity.edu,,Education,2026-01-30 18:17:24.965923
d6878d35-a042-4431-912c-72ccc54ba7c4,academic_institution,Murphyport University,https://murphyportuniversity.edu,,Education,2026-01-30 18:17:24.965923
2c38eece-cc8c-4249-847d-122e01430066,academic_institution,South Kimberlyside University,https://southkimberlysideuniversity.edu,,Education,2026-01-30 18:17:24.965923
93d82736-c809-42ee-8ad1-bdab469d6ccd,company,CBRE,https://cbre.com,,Commercial Real Estate,2026-01-30 18:17:24.965923
81549eb1-2bfd-4e24-9a73-74eaf32f0049,company,JLL,https://jll.com,,Commercial Real Estate,2026-01-30 18:17:24.965923
069c6d31-9082-4a9e-b3e0-a47a4c1ed569,company,Related Companies,https://relatedcompanies.com,,Real Estate Development,2026-01-30 18:17:24.965923
5503f9eb-d6af-401b-8d8a-0f67d104cd47,company,Hines,https://hines.com,,Real Estate Development,2026-01-30 18:17:24.965923
fe38f816-7f48-4622-a154-d40b9980ec0e,company,Boston Properties,https://bostonproperties.com,,Real Estate Development,2026-01-30 18:17:24.965923
a312dc72-9973-4e1e-b583-2002199b55ba,company,Greystar,https://greystar.com,,Real Estate Development,2026-01-30 18:17:24.965923
06d7d8a1-089e-4aae-b458-706d6df879e6,company,Deloitte,https://deloitte.com,,Consulting,2026-01-30 18:17:24.965923
2aa74e35-8da5-4c3d-a146-82e7d191cdd4,company,Goldman Sachs,https://goldmansachs.com,,Finance,2026-01-30 18:17:24.965923
653b7e9f-e017-4501-b625-86aa3492eded,company,Blackstone,https://blackstone.com,,Investment Management,2026-01-30 18:17:24.965923
