work_experience_id,contact_id,company_account_id,company_name_raw,title,start_date,end_date,is_current,location_city,location_state,description,source_system,source_profile_url,source_payload,created_at
61c1957a-b671-45ff-99b8-c3726939f37f,036c9994-2aba-4172-83bf-510d92dc3b6f,97c8399b-4aaa-4239-a55e-75f7d010a9e9,Greystar,Analyst,2026-06-01,,True,Boston,NY,Post-program placement into Real Estate Development (seed).,clay,,,2026-01-30 17:53:58.679054
c0d14dce-99c3-4c88-b567-c6a1ff5cc903,a35b344f-95aa-416c-8a76-4dafe6a05ffb,97c8399b-4aaa-4239-a55e-75f7d010a9e9,Greystar,Analyst,2026-06-01,,True,New York,NY,Post-program placement into Real Estate Development (seed).,clay,,,2026-01-30 17:53:58.679054
04d30fe0-acab-4ae5-ba10-3a87c0a35acd,f58da731-cd71-4c58-b4ab-f90ae36e4f8d,cc4134d2-ee8f-4deb-9020-be0458256f7d,Hines (Houston),Real Estate Analyst,2026-06-01,,True,New York,NY,Post-program placement into Real Estate Development (seed).,clay,,,2026-01-30 17:53:58.679054
bf80737e-7fce-46cd-b4f1-4d611ba13bf7,701b9876-ee34-4e06-aa50-78b7e883abc4,6bf701e4-6d6c-499b-b589-b298f3bb600b,BXP,Development Analyst,2026-06-01,,True,Boston,MA,Post-program placement into Real Estate Development (seed).,clay,,,2026-01-30 17:53:58.679054
00d98158-6758-455b-aa19-95036c63281d,da921597-3390-45b9-bc15-10e612f1d599,6bf701e4-6d6c-499b-b589-b298f3bb600b,BXP,Analyst,2026-06-01,,True,Los Angeles,CA,Post-program placement into Real Estate Development (seed).,clay,,,2026-01-30 17:53:58.679054
c79887db-c8a2-418c-9957-01ae7d2fe31f,09f01b73-a867-4ffe-a17d-e26a373c932b,a80a12cb-ec88-4436-96af-5dc1c69f2223,The Related Companies,Analyst,2026-06-01,,True,Boston,CA,Post-program placement into Real Estate Development (seed).,clay,,,2026-01-30 17:53:58.679054
f642b7f3-2d13-471c-b512-d781dddb2df9,42fda6ea-c441-426e-9ce8-8588eb3b3a21,cc4134d2-ee8f-4deb-9020-be0458256f7d,Hines,Analyst,2026-06-01,,True,New York,MA,Post-program placement into Real Estate Development (seed).,clay,,,2026-01-30 17:53:58.679054
3eaee1b1-f948-4851-9652-e7a0e86172f3,d4c02595-d83c-4328-80d2-54cfba279c2e,6bf701e4-6d6c-499b-b589-b298f3bb600b,Boston Properties,Real Estate Analyst,2026-06-01,,True,Los Angeles,CA,Post-program placement into Real Estate Development (seed).,clay,,,2026-01-30 17:53:58.679054
75c74280-4fb5-4efe-8406-5b596d989ea1,487f6a0d-e59f-4193-ab11-b96113d79df9,6bf701e4-6d6c-499b-b589-b298f3bb600b,Boston Props,Development Analyst,2026-06-01,,True,Los Angeles,MA,Post-program placement into Real Estate Development (seed).,clay,,,2026-01-30 17:53:58.679054
f9d50329-4ae0-48cc-9f27-e30145fc8139,d0f01d46-2f15-4266-980d-5b6318ee2943,6bf701e4-6d6c-499b-b589-b298f3bb600b,Boston Props,Development Analyst,2026-06-01,,True,New York,NY,Post-program placement into Real Estate Development (seed).,clay,,,2026-01-30 17:53:58.679054
91bb17d0-6523-4de7-b1f4-fe67b70add59,ffa461a3-8414-4edd-a2a9-4af344521e84,97c8399b-4aaa-4239-a55e-75f7d010a9e9,Greystar,Development Analyst,2026-06-01,,True,Boston,CA,Post-program placement into Real Estate Development (seed).,clay,,,2026-01-30 17:53:58.679054
1a4e6fb7-1408-43aa-91d8-20e6c85d3306,e6d5a353-1ae9-4075-8a39-acdd20a03d4c,6bf701e4-6d6c-499b-b589-b298f3bb600b,BXP,Analyst,2026-06-01,,True,Los Angeles,MA,Post-program placement into Real Estate Development (seed).,clay,,,2026-01-30 17:53:58.679054
570f3e85-77ed-4cc7-b010-3b5e7c39245c,1976729b-93f8-4a58-8e52-8fd40355476a,cc4134d2-ee8f-4deb-9020-be0458256f7d,Hines Interests,Analyst,2026-06-01,,True,Los Angeles,NY,Post-program placement into Real Estate Development (seed).,clay,,,2026-01-30 17:53:58.679054
ea29a5f5-91b5-4b47-9e1e-1180ac5b7a7f,403433af-8fc1-403a-9934-4a04a33408de,97c8399b-4aaa-4239-a55e-75f7d010a9e9,Greystar,Analyst,2026-06-01,,True,Los Angeles,MA,Post-program placement into Real Estate Development (seed).,clay,,,2026-01-30 17:53:58.679054
fff49aea-9fdf-4915-a4f7-2bb87e53a610,3aab167f-5f51-475d-a2cb-8c00b503d4c7,a80a12cb-ec88-4436-96af-5dc1c69f2223,Related,Development Analyst,2026-06-01,,True,Los Angeles,CA,Post-program placement into Real Estate Development (seed).,clay,,,2026-01-30 17:53:58.679054
0fbd4c3a-15e6-4181-a53e-a4b1286bff60,9ff27dae-b97e-4547-bc39-faae532afa60,cc4134d2-ee8f-4deb-9020-be0458256f7d,Hines Interests,Development Analyst,2026-06-01,,True,Boston,CA,Post-program placement into Real Estate Development (seed).,clay,,,2026-01-30 17:53:58.679054
d94c4ab8-18b5-4b35-96a7-46724e8f62e3,014ecaac-9c37-4a09-9142-607d34ee0efc,97c8399b-4aaa-4239-a55e-75f7d010a9e9,Greystar,Development Analyst,2026-06-01,,True,Los Angeles,NY,Post-program placement into Real Estate Development (seed).,clay,,,2026-01-30 17:53:58.679054
920b8c3c-47b0-4597-989f-7c11cfb2fe35,7995fdb6-0770-40e7-a0d2-f7c813cceef2,97c8399b-4aaa-4239-a55e-75f7d010a9e9,Greystar,Development Analyst,2026-06-01,,True,Los Angeles,MA,Post-program placement into Real Estate Development (seed).,clay,,,2026-01-30 17:53:58.679054
2e9fb24d-4699-42de-9b1f-cd92afcc263f,8155e4fe-b273-48a1-bf52-56ab91bbf1a4,a80a12cb-ec88-4436-96af-5dc1c69f2223,Related Co.,Development Analyst,2026-06-01,,True,Los Angeles,MA,Post-program placement into Real Estate Development (seed).,clay,,,2026-01-30 17:53:58.679054
06dae8b8-f255-42e5-8e0f-87bebdbfd279,b0bf5d02-40c2-4d38-861d-7c0248657564,97c8399b-4aaa-4239-a55e-75f7d010a9e9,Greystar,Analyst,2026-06-01,,True,New York,CA,Post-program placement into Real Estate Development (seed).,clay,,,2026-01-30 17:53:58.679054
8cb088e8-a78b-4cd3-8043-0889006e9a86,1c713a23-c8d2-4305-91f7-27264ead3fa7,97c8399b-4aaa-4239-a55e-75f7d010a9e9,Greystar,Analyst,2026-06-01,,True,Boston,CA,Post-program placement into Real Estate Development (seed).,clay,,,2026-01-30 17:53:58.679054
33d4337f-3da3-48e7-b6a9-524c3d705163,c757ce42-d236-4152-856c-99b5aa029298,a80a12cb-ec88-4436-96af-5dc1c69f2223,Related Co.,Real Estate Analyst,2026-06-01,,True,New York,CA,Post-program placement into Real Estate Development (seed).,clay,,,2026-01-30 17:53:58.679054
d1c887d5-a2ea-4889-b221-b3352afbe57f,25ffe397-b916-46b7-94ea-a371dc61e0a0,cc4134d2-ee8f-4deb-9020-be0458256f7d,Hines,Development Analyst,2026-06-01,,True,Boston,MA,Post-program placement into Real Estate Development (seed).,clay,,,2026-01-30 17:53:58.679054
6e3e9b8e-f58c-4396-b602-fd388975c05f,6e4ae084-53a5-4a5f-a9dd-a752b1788ed9,a80a12cb-ec88-4436-96af-5dc1c69f2223,Related,Development Analyst,2026-06-01,,True,Boston,NY,Post-program placement into Real Estate Development (seed).,clay,,,2026-01-30 17:53:58.679054
22f6e87d-173e-4ab0-a211-6ffdb0f37641,d7388c6a-adb5-441e-adba-5e2b02e9b047,6bf701e4-6d6c-499b-b589-b298f3bb600b,BXP,Development Analyst,2026-06-01,,True,New York,CA,Post-program placement into Real Estate Development (seed).,clay,,,2026-01-30 17:53:58.679054
7101155d-658f-485b-b6eb-f8b592206032,192b263b-d5a9-49ba-bb4f-d762e4185f9f,97c8399b-4aaa-4239-a55e-75f7d010a9e9,Greystar,Real Estate Analyst,2026-06-01,,True,Boston,MA,Post-program placement into Real Estate Development (seed).,clay,,,2026-01-30 17:53:58.679054
